OBJECTID,Island (Code),Date,Observer Initials,Header/Observer Memo,Time (of initial observation),Beach/Location Name (from standardized list),Location Description / Comment,Size,Sex,Beach Position,Body Condition,Seal ID (permanent #),Bleach / Temp #,TAG #,P (Tag Location),Tag Color,% Molt,Disturbance (by observer),Notes,Photos?,created_user,created_date,last_edited_user,last_edited_date,Latitude,Longitude,Mom/Pup Nursing Pair?,GlobalID,x,y
568,15,7/18/2022 21:31,GPS,Glauco Antonio Puig-Santana,7/18/2022 21:31,PAPALOA,South Papaloa,P,F,0,M,,RN11,,,,,0,RN18 and PM11. Resting along shoreline. ,Y,gpuig_santana@nps.gov_nps,7/18/2022 21:32,gpuig_santana@nps.gov_nps,7/18/2022 21:32,,,Y,4b4dbc7d-9951-4e00-a6c4-9215cbe189bd,-156.9836651,21.1929186
569,15,7/18/2022 21:48,GPS,Glauco Antonio Puig-Santana,7/18/2022 21:48,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,W ,F,1,M,RQ26,,,,,,0,,Y,gpuig_santana@nps.gov_nps,7/18/2022 21:49,gpuig_santana@nps.gov_nps,7/18/2022 21:49,,,N,a821e807-2f10-4a07-9d42-8140cac50e58,-156.9849076,21.19136853
570,15,7/18/2022 21:49,GPS,Glauco Antonio Puig-Santana,7/18/2022 21:49,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,A,,,,,,,,,,0,Unkown adult. No tags observed on left or right. ,Y,gpuig_santana@nps.gov_nps,7/18/2022 21:50,gpuig_santana@nps.gov_nps,7/18/2022 21:50,,,N,0cf6e5a6-e1e2-4edc-baaf-2130f2192fb4,-156.9849722,21.19127864
571,15,7/22/2022 0:56,GPS,Glauco Antonio Puig-Santana,7/22/2022 0:57,ILIOPII,,A,,1,M,RK62,,K62,,R,,,Males approaching female,Y,ssievert@nps.gov_nps,7/22/2022 0:58,gpuig_santana@nps.gov_nps,7/22/2022 2:47,,,N,b8ec2733-6b4c-4ff6-b8e0-b370a33452ba,-156.9794715,21.20289321
572,15,7/22/2022 0:56,GPS,Glauco Antonio Puig-Santana,7/22/2022 0:57,ILIOPII,,A,M,1,M,R425,,,,,,,"Two unknown males fighting on beach next to female, neck scars",Y,ssievert@nps.gov_nps,7/22/2022 1:00,gpuig_santana@nps.gov_nps,7/28/2022 22:44,,,N,5abcd30b-eddc-4e59-b8cf-abf6ee282caf,-156.9794685,21.20297095
573,15,7/22/2022 0:56,GPS,Glauco Antonio Puig-Santana,7/22/2022 0:57,ILIOPII,,A,M,1,M,,,,,,,,Unknown male aggressive/ fighting with other male and left into water ,Y,ssievert@nps.gov_nps,7/22/2022 1:04,ssievert@nps.gov_nps,7/22/2022 1:04,,,N,d3721aae-a597-402c-8aca-4e2917e0c3cb,-156.9794712,21.20298831
574,15,7/22/2022 1:38,GPS,Glauco Antonio Puig-Santana,7/22/2022 1:38,ILIOPII,,W ,F,1,,,PM8?,,,,,,untagged female,Y,ssievert@nps.gov_nps,7/22/2022 1:40,ssievert@nps.gov_nps,7/22/2022 1:40,,,,ca9e3230-0cea-4874-bad4-a3b85b84282b,-156.9822047,21.19818075
575,15,7/22/2022 1:41,GPS,Glauco Antonio Puig-Santana,7/22/2022 1:41,PAPALOA,,W ,M,1,M,RQ82,L3,,,,,,,Y,ssievert@nps.gov_nps,7/22/2022 1:42,ssievert@nps.gov_nps,7/22/2022 1:42,21.19776333,-156.9825367,,4ab35ea2-63fe-4204-b34c-e1af95f05a80,-156.9825222,21.19775991
576,15,7/22/2022 1:45,GPS,Glauco Antonio Puig-Santana,7/22/2022 1:45,PAPALOA,,W ,,,,RQ42,,,,,,,,Y,ssievert@nps.gov_nps,7/22/2022 1:45,ssievert@nps.gov_nps,7/22/2022 1:45,21.19773,-156.9829467,N,e6f59480-364d-4455-b1f1-c14ac12576fd,-156.9829322,21.19772658
577,15,7/22/2022 1:45,GPS,Glauco Antonio Puig-Santana,7/22/2022 1:45,PAPALOA,,W ,,,,,L6,,,,,,,Y,ssievert@nps.gov_nps,7/22/2022 1:46,ssievert@nps.gov_nps,7/22/2022 1:46,,,N,d8eebc33-3868-4ef1-b4d3-bc7f8b05013c,-156.982926,21.19772538
578,15,7/22/2022 1:46,GPS,Glauco Antonio Puig-Santana,7/22/2022 1:47,PAPALOA,,W ,,1,M,RQ70,,,,,,,,Y,ssievert@nps.gov_nps,7/22/2022 1:47,ssievert@nps.gov_nps,7/22/2022 1:50,,,,4e39d55a-553d-498f-bdbe-0cdba1f831f2,-156.9829652,21.19770526
579,15,7/22/2022 1:58,GPS,Glauco Antonio Puig-Santana,7/22/2022 1:58,PAPALOA,,A,F,1,M,RN18,,,,,,,,Y,ssievert@nps.gov_nps,7/22/2022 1:58,ssievert@nps.gov_nps,7/22/2022 1:58,,,Y,5695d6de-4f02-4c2d-8c7d-467fe76599e7,-156.9832028,21.19500442
580,15,7/22/2022 1:58,GPS,Glauco Antonio Puig-Santana,7/22/2022 1:58,PAPALOA,,P,,1,,,PM11,,,,,,,Y,ssievert@nps.gov_nps,7/22/2022 1:59,ssievert@nps.gov_nps,7/22/2022 1:59,,,Y,4b3c7971-90fe-4069-aa82-c5354a32ba9c,-156.9831935,21.19500931
581,15,7/22/2022 2:00,GPS,Glauco Antonio Puig-Santana,7/22/2022 2:00,PAPALOA,,A,F,1,M,RK76,,,,,,,,Y,ssievert@nps.gov_nps,7/22/2022 2:01,ssievert@nps.gov_nps,7/22/2022 2:01,,,,eafee228-8a5f-472e-ab86-143d665bda62,-156.9833436,21.19446852
582,15,7/22/2022 2:05,GPS,Glauco Antonio Puig-Santana,7/22/2022 2:05,PAPALOA,,A,F,1,M,RT22,,,,,,,,Y,ssievert@nps.gov_nps,7/22/2022 2:05,ssievert@nps.gov_nps,7/22/2022 2:05,,,Y,f7410e83-0698-4ad0-8cd6-eb5106c549b2,-156.9836834,21.19261097
583,15,7/22/2022 2:05,GPS,Glauco Antonio Puig-Santana,7/22/2022 2:05,PAPALOA,,P,,1,,,PM9,,,,,,,Y,ssievert@nps.gov_nps,7/22/2022 2:06,ssievert@nps.gov_nps,7/22/2022 2:06,,,Y,90f90920-91ef-4699-81d5-6f0126b2ee62,-156.983684,21.1926165
584,15,7/22/2022 2:11,GPS,Glauco Antonio Puig-Santana,7/22/2022 2:11,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,W ,,1,,RQ98,L4,,,,,,,Y,ssievert@nps.gov_nps,7/22/2022 2:12,gpuig_santana@nps.gov_nps,7/22/2022 2:49,,,Y,61ddcf60-dee3-48fe-a043-97efb2d6ff73,-156.9848788,21.19142345
585,15,7/22/2022 2:12,GPS,Glauco Antonio Puig-Santana,7/22/2022 2:13,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,W ,,1,M,RQ30,L2,,,,,,,Y,ssievert@nps.gov_nps,7/22/2022 2:13,gpuig_santana@nps.gov_nps,7/22/2022 2:49,,,N,8fa1496b-501e-4fd2-be0c-535ba9574284,-156.9848469,21.19137808
586,15,7/22/2022 2:12,GPS,Glauco Antonio Puig-Santana,7/22/2022 2:13,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,A,,0,M,RQ26,,,,,,,,,ssievert@nps.gov_nps,7/22/2022 2:14,ssievert@nps.gov_nps,7/22/2022 2:14,,,,1b54db78-803b-4eab-b6d0-2943dd294422,-156.9851782,21.19115384
587,15,7/22/2022 2:50,GPS,Glauco Antonio Puig-Santana,7/22/2022 2:50,PAPALOA,,P,,1,,,PM12,,,,,,,Y,ssievert@nps.gov_nps,7/22/2022 2:51,ssievert@nps.gov_nps,7/22/2022 2:51,,,Y,2b2b7901-e8f2-4ce4-ba87-c61e46bcc59b,-156.9832987,21.19704999
588,15,7/22/2022 2:50,GPS,Glauco Antonio Puig-Santana,7/22/2022 2:50,PAPALOA,,P,F,1,,RA32,,,,,,,,Y,ssievert@nps.gov_nps,7/22/2022 2:51,ssievert@nps.gov_nps,7/22/2022 2:51,,,Y,c2c3c1b7-68b4-4da5-b852-eb257b582df5,-156.9833074,21.19705386
589,15,7/28/2022 18:34,GPS,Glauco Antonio Puig-Santana,7/28/2022 18:34,"KALAEMILO PT. (OCEAN VIEW), KALAUPAPA",,W ,M,0,M,RQ82,L3,,,,,,,Y,ssievert@nps.gov_nps,7/28/2022 18:34,gpuig_santana@nps.gov_nps,7/28/2022 20:44,,,,cf48c185-8ff3-429a-8de1-fd13ef49dbae,-156.9817456,21.20061614
590,15,7/28/2022 18:47,GPS,Glauco Antonio Puig-Santana,7/28/2022 18:47,PAPALOA,,,M,0,M,RQ70,L5,,,,,,,Y,ssievert@nps.gov_nps,7/28/2022 18:48,gpuig_santana@nps.gov_nps,7/28/2022 20:35,,,,e979cdf9-b446-4a37-a01c-21bde605bee5,-156.9825975,21.19833567
591,15,7/28/2022 18:47,GPS,Glauco Antonio Puig-Santana,7/28/2022 18:47,PAPALOA,,,F,0,M,,PM8,,,,,,,Y,ssievert@nps.gov_nps,7/28/2022 18:49,ssievert@nps.gov_nps,7/28/2022 18:49,,,,0093c4f0-ae82-4bc2-b274-5603dd50de82,-156.9826049,21.19831355
592,15,7/28/2022 18:52,GPS,Glauco Antonio Puig-Santana,7/28/2022 18:52,PAPALOA,,A,M,1,M,R425,,,,,,,"unknown male with flipper scar, same one as last time",Y,ssievert@nps.gov_nps,7/28/2022 18:53,gpuig_santana@nps.gov_nps,7/28/2022 22:44,,,,1689e1fe-9ac3-4616-9244-da5ea22087e1,-156.9828921,21.19809242
593,15,7/28/2022 18:54,GPS,Glauco Antonio Puig-Santana,7/28/2022 18:54,PAPALOA,,,,1,M,,L6,,,,,,,Y,ssievert@nps.gov_nps,7/28/2022 18:55,ssievert@nps.gov_nps,7/28/2022 18:55,21.19779333,-156.9827633,,3c875899-8dba-460a-bedc-3de0c65c2a51,-156.9827489,21.19778991
594,15,7/28/2022 18:54,GPS,Glauco Antonio Puig-Santana,7/28/2022 18:54,PAPALOA,,,,1,M,RQ42,L7,,,,,,,Y,ssievert@nps.gov_nps,7/28/2022 18:55,gpuig_santana@nps.gov_nps,7/28/2022 20:36,,,,db02683e-0ef2-4f86-b3ad-8288401e295a,-156.9826974,21.19779471
595,15,7/28/2022 19:00,GPS,Glauco Antonio Puig-Santana,7/28/2022 19:00,PAPALOA,,,F,1,,RA32,,A32,,,,,,Y,ssievert@nps.gov_nps,7/28/2022 19:01,gpuig_santana@nps.gov_nps,7/28/2022 20:36,,,Y,fc6f9b27-f881-4177-be77-146c39f159a1,-156.9830667,21.19706718
596,15,7/28/2022 19:00,GPS,Glauco Antonio Puig-Santana,7/28/2022 19:00,PAPALOA,,,,1,,,PM12,,,,,,,Y,ssievert@nps.gov_nps,7/28/2022 19:01,ssievert@nps.gov_nps,7/28/2022 19:01,,,Y,e9659f56-7871-48f9-a5a7-5c9c46458bc1,-156.9830689,21.19706484
597,15,7/28/2022 19:07,GPS,Glauco Antonio Puig-Santana,7/28/2022 19:07,PAPALOA,,A,F,0,,RN18,,N18,,,,,,Y,ssievert@nps.gov_nps,7/28/2022 19:08,gpuig_santana@nps.gov_nps,7/28/2022 20:36,,,Y,793202fd-2a35-4483-90b6-c449e09298b2,-156.9834016,21.19483529
598,15,7/28/2022 19:07,GPS,Glauco Antonio Puig-Santana,7/28/2022 19:07,PAPALOA,,P,,0,,,PM11,,,,,,,Y,ssievert@nps.gov_nps,7/28/2022 19:09,ssievert@nps.gov_nps,7/28/2022 19:10,,,Y,1db07bb8-d2f3-4ba3-861b-7eb5f7779358,-156.983399,21.19483262
599,15,7/28/2022 19:12,GPS,Glauco Antonio Puig-Santana,7/28/2022 19:13,PAPALOA,,A,F,1,,RK76,,K76,,,,,,Y,ssievert@nps.gov_nps,7/28/2022 19:13,gpuig_santana@nps.gov_nps,7/28/2022 20:36,,,N,9f318223-4c14-46ce-a746-9792ec0d9694,-156.9833421,21.19427633
600,15,7/28/2022 19:15,GPS,Glauco Antonio Puig-Santana,7/28/2022 19:15,PAPALOA,,A,F,0,,RT22,,T22,,,,,,Y,ssievert@nps.gov_nps,7/28/2022 19:16,gpuig_santana@nps.gov_nps,7/28/2022 20:36,,,Y,c2fdd2d4-50c2-4452-8c63-11ca130c594f,-156.9843237,21.19280604
601,15,7/28/2022 19:15,GPS,Glauco Antonio Puig-Santana,7/28/2022 19:15,PAPALOA,,W ,F,0,,,PM9,,,,,,molted,Y,ssievert@nps.gov_nps,7/28/2022 19:16,ssievert@nps.gov_nps,7/28/2022 19:18,,,Y,42414a34-adaa-4195-bfc5-5be7b49ee3d7,-156.9843014,21.19281597
602,15,7/28/2022 19:26,GPS,Glauco Antonio Puig-Santana,7/28/2022 19:26,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,W ,,0,M,RQ98,L4,,,,,,,Y,ssievert@nps.gov_nps,7/28/2022 19:26,gpuig_santana@nps.gov_nps,7/28/2022 20:37,,,,c9828305-7953-4102-a5d2-e10215c0c186,-156.9850351,21.19133962
603,15,8/11/2022 20:28,GPS,Glauco Antonio Puig-Santana,8/12/2022 6:28,TOMIO POINT,,A,,1,,RF42,,,,,,,"pit scar middorsal and coral, ",Y,ssievert@nps.gov_nps,8/11/2022 20:29,ssievert@nps.gov_nps,8/11/2022 20:31,,,N,e525c52c-8e3f-46f4-8b70-f8327608cee4,-156.981044,21.20789248
604,15,8/11/2022 20:57,GPS,Glauco Antonio Puig-Santana,8/11/2022 20:56,ILIOPII,,,,1,,RQ70,,,,,,,,Y,ssievert@nps.gov_nps,8/11/2022 20:57,ssievert@nps.gov_nps,8/11/2022 20:57,,,N,bfb6fa26-9d7c-49db-b6ac-1298cca183ce,-156.9791906,21.20472965
605,15,8/11/2022 21:11,GPS,Glauco Antonio Puig-Santana,8/11/2022 21:12,"KALAEMILO PT. (OCEAN VIEW), KALAUPAPA",,,,1,M,RQ82,,Q82,,,,,,Y,ssievert@nps.gov_nps,8/11/2022 21:12,gpuig_santana@nps.gov_nps,8/11/2022 23:46,,,,6d39b174-5c79-495a-9877-43819e9e35f3,-156.9808596,21.20120881
606,15,8/11/2022 21:40,GPS,Glauco Antonio Puig-Santana,8/11/2022 21:40,PAPALOA,,,,1,,,PM8,,,,,,,Y,ssievert@nps.gov_nps,8/11/2022 21:40,ssievert@nps.gov_nps,8/11/2022 21:40,21.19775667,-156.9827817,,5528e7b4-91f5-4540-bfa1-c6d227371ff9,-156.9827672,21.19775325
607,15,8/11/2022 21:41,GPS,Glauco Antonio Puig-Santana,8/11/2022 21:41,PAPALOA,,A,,1,M,RL64,,,,,,,,Y,ssievert@nps.gov_nps,8/11/2022 21:41,ssievert@nps.gov_nps,8/11/2022 21:41,,,,d82554b1-5491-428d-931c-da8f7d46c941,-156.9830068,21.19755669
608,15,8/11/2022 21:49,GPS,Glauco Antonio Puig-Santana,8/11/2022 21:50,PAPALOA,,A,M,1,M,R425,,,,,,,,Y,ssievert@nps.gov_nps,8/11/2022 21:50,gpuig_santana@nps.gov_nps,8/11/2022 23:47,,,,6eda747f-fd2a-4372-a424-43bf98803621,-156.9833612,21.19686179
609,15,8/11/2022 21:53,GPS,Glauco Antonio Puig-Santana,8/11/2022 21:53,PAPALOA,,W ,,1,,,PM11,,,,,,smaller,Y,ssievert@nps.gov_nps,8/11/2022 21:53,ssievert@nps.gov_nps,8/11/2022 21:53,,,N,c7cd1813-1def-4503-b22a-3d33258a314b,-156.9829663,21.19684387
610,15,8/11/2022 22:03,GPS,Glauco Antonio Puig-Santana,8/11/2022 22:03,PAPALOA,,,,1,M,RQ98,,,,,,,,Y,ssievert@nps.gov_nps,8/11/2022 22:03,ssievert@nps.gov_nps,8/11/2022 22:03,,,,5c79ad82-c07d-4daf-8f9d-e3ccf108d51a,-156.983396,21.19428721
611,15,8/11/2022 22:10,GPS,Glauco Antonio Puig-Santana,8/11/2022 22:11,PAPALOA,,W ,,1,,,PM9,,,,,,,Y,ssievert@nps.gov_nps,8/11/2022 22:11,ssievert@nps.gov_nps,8/11/2022 22:11,,,,e12e1051-4b4c-4ad6-9b64-e56934db2520,-156.9835523,21.19296748
612,15,8/11/2022 22:16,GPS,Glauco Antonio Puig-Santana,8/11/2022 22:16,PAPALOA,,W ,,1,,RQ26,,,,,,,,Y,ssievert@nps.gov_nps,8/11/2022 22:16,ssievert@nps.gov_nps,8/11/2022 22:16,,,,e368dfd0-a4cf-4f81-b5cf-619d66908017,-156.9837959,21.1923864
613,15,8/11/2022 22:23,GPS,Glauco Antonio Puig-Santana,8/11/2022 22:24,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,W ,,1,,RQ42,,,,,,,,Y,ssievert@nps.gov_nps,8/11/2022 22:24,ssievert@nps.gov_nps,8/11/2022 22:24,,,,3c37a861-52ed-4979-b10e-dce5ea0fec5d,-156.9849085,21.19132528
614,15,8/11/2022 22:23,GPS,Glauco Antonio Puig-Santana,8/11/2022 22:24,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,W ,,1,,RQ30,,,,,,,,Y,ssievert@nps.gov_nps,8/11/2022 22:25,ssievert@nps.gov_nps,8/11/2022 22:25,,,,dfc16a47-5271-4872-ad51-10d02b6ce3ed,-156.9849078,21.19131447
615,15,9/2/2022 2:05,GPS,Glauco Antonio Puig-Santana,9/2/2022 2:05,ILIOPII,North Illio Pii,W ,M,0,M,RQ82,,,,,,0,"RQ82, PM8 and L6 playing in North Illio Pii in the pool. ",Y,gpuig_santana@nps.gov_nps,9/2/2022 2:06,gpuig_santana@nps.gov_nps,9/2/2022 2:06,,,N,3728b0bd-feee-47b8-ad05-6823591cae1c,-156.9799232,21.20585288
616,15,9/2/2022 2:05,GPS,Glauco Antonio Puig-Santana,9/2/2022 2:05,ILIOPII,North Illio Pii,W ,M,0,M,,L6,,,,,0,"RQ82, PM8 and L6 playing in North Illio Pii in the pool. ",Y,gpuig_santana@nps.gov_nps,9/2/2022 2:07,gpuig_santana@nps.gov_nps,9/2/2022 2:07,,,N,57ca7382-fe35-4855-a39e-456000c7d820,-156.979914,21.20583199
617,15,9/2/2022 2:05,GPS,Glauco Antonio Puig-Santana,9/2/2022 2:05,ILIOPII,North Illio Pii,W ,F,0,M,,PM8,,,,,0,"RQ82, PM8 and L6 playing in North Illio Pii in the pool. ",Y,gpuig_santana@nps.gov_nps,9/2/2022 2:08,gpuig_santana@nps.gov_nps,9/2/2022 2:08,,,N,f1fc6ec7-13b8-4398-ba50-ee30b27c0dee,-156.9799088,21.20581178
618,15,9/2/2022 2:27,GPS,Glauco Antonio Puig-Santana,9/2/2022 2:27,PAPALOA,Mid Papaloa ,,,,,,,,,,,,Two unkown monk seals swimming in the middle of the pool. No photos taken. Both seem like weaned pups. ,,gpuig_santana@nps.gov_nps,9/2/2022 2:29,gpuig_santana@nps.gov_nps,9/2/2022 2:29,,,,e8d3ce02-1170-4cb3-b6ab-2b1a24c0be95,-156.9832137,21.19679095
619,15,9/2/2022 2:27,GPS,Glauco Antonio Puig-Santana,9/2/2022 2:27,PAPALOA,Mid Papaloa ,,,,,,,,,,,,Two unkown monk seals swimming in the middle of the pool. No photos taken. Both seem like weaned pups. ,,gpuig_santana@nps.gov_nps,9/2/2022 2:29,gpuig_santana@nps.gov_nps,9/2/2022 2:29,,,,fc13934b-8bb5-4eb2-a2b2-89c7000ba06c,-156.9832147,21.19679342
620,15,9/2/2022 2:44,GPS,Glauco Antonio Puig-Santana,9/2/2022 2:44,PAPALOA,South Papaloa,W ,M,1,M,RQ70,,,,,,0,Sleeping along shoreline.,Y,gpuig_santana@nps.gov_nps,9/2/2022 2:45,gpuig_santana@nps.gov_nps,9/2/2022 2:45,,,N,7fb41ad6-850a-4e44-b77e-fe038ad998cc,-156.9833568,21.1945437
621,15,9/2/2022 2:54,GPS,Glauco Antonio Puig-Santana,9/2/2022 2:54,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",Sandy/Rubble portion,W ,F,1,M,RQ66,,,,,,0,Sleeping along shoreline. RQ66 RQ28 RQ98,Y,gpuig_santana@nps.gov_nps,9/2/2022 2:57,gpuig_santana@nps.gov_nps,9/2/2022 2:57,,,N,2eed1f5e-af23-4b06-8111-e36e886c11c9,-156.9848887,21.19147509
622,15,9/2/2022 2:54,GPS,Glauco Antonio Puig-Santana,9/2/2022 2:54,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",Sandy/Rubble portion,W ,F,1,M,RQ28,,,,,,0,Sleeping along shoreline. RQ66 RQ28 RQ98,Y,gpuig_santana@nps.gov_nps,9/2/2022 2:58,gpuig_santana@nps.gov_nps,9/2/2022 2:58,,,N,c304285f-14d5-4fc2-a0b3-2e58d224b8b7,-156.9848887,21.19147509
623,15,9/2/2022 2:54,GPS,Glauco Antonio Puig-Santana,9/2/2022 2:54,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",Sandy/Rubble portion,W ,M,1,M,RQ42,,,,,,0,Sleeping along shoreline. RQ66 RQ28 RQ98,Y,gpuig_santana@nps.gov_nps,9/2/2022 2:58,gpuig_santana@nps.gov_nps,9/2/2022 2:59,,,N,818666ab-2cf9-41c2-9286-b23a8a54dc28,-156.9848883,21.1914753
624,15,9/6/2022 18:39,GPS,Glauco Antonio Puig-Santana,9/6/2022 18:39,ILIOPII,North Illio Pii,W ,M,0,M,,L6,,,,,0,L6 and RQ98 playing in shallow pool. ,Y,gpuig_santana@nps.gov_nps,9/6/2022 18:41,gpuig_santana@nps.gov_nps,9/6/2022 18:41,,,N,d58d33bc-7ec5-450d-9f63-8f1456b47aae,-156.9799316,21.20583443
625,15,9/6/2022 18:39,GPS,Glauco Antonio Puig-Santana,9/6/2022 18:39,ILIOPII,North Illio Pii,W ,M,0,M,RQ98,,,,,,0,L6 and RQ98 playing in shallow pool. ,Y,gpuig_santana@nps.gov_nps,9/6/2022 18:42,gpuig_santana@nps.gov_nps,9/6/2022 18:42,,,N,4b7753dc-07a0-40d9-9c41-f5a96362b0ad,-156.9799328,21.20583485
626,15,9/6/2022 19:21,GPS,Glauco Antonio Puig-Santana,9/6/2022 19:21,PAPALOA,South Papaloa,A,F,1,M,RK76,,,,,,0,"RK76 half circular scar on lower right jaw. Resting along shoreline, no tag observed on right flipper. ",Y,gpuig_santana@nps.gov_nps,9/6/2022 19:22,gpuig_santana@nps.gov_nps,9/6/2022 19:22,,,N,3ccb04fe-d6bf-44b7-a483-df4b17024b70,-156.983346,21.19440286
627,15,9/6/2022 19:36,GPS,Glauco Antonio Puig-Santana,9/6/2022 19:36,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",Coral Rubble Part,W ,M,1,M,RQ82,,L3,,,,0,Resting along shoreline. ,Y,gpuig_santana@nps.gov_nps,9/6/2022 19:37,gpuig_santana@nps.gov_nps,9/6/2022 19:37,,,N,ae9835f9-8e81-4bdb-b2f0-119cd71571e8,-156.9848638,21.19143409
628,15,9/6/2022 19:36,GPS,Glauco Antonio Puig-Santana,9/6/2022 19:36,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",,W ,F,0,M,RQ28,,,,,,0,Swimming along shoreline. Proceeded to head south towards the pier. ,Y,gpuig_santana@nps.gov_nps,9/6/2022 19:38,gpuig_santana@nps.gov_nps,9/6/2022 19:38,,,N,6579a0da-d1b6-4085-b93f-2296acafa4ef,-156.984895,21.19134425
629,15,9/9/2022 1:14,GPS,Glauco Antonio Puig-Santana,9/9/2022 1:14,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",Coral rubble cove,W ,F,1,M,RQ66,,,,,,0,"RQ66, RQ28 and RQ98 all sleeping along shorline. ",Y,gpuig_santana@nps.gov_nps,9/9/2022 1:16,gpuig_santana@nps.gov_nps,9/9/2022 1:16,21.19153333,-156.9848583,Y,555edce5-3865-42f4-91f2-23ba773e34ef,-156.9848439,21.19152991
630,15,9/9/2022 1:14,GPS,Glauco Antonio Puig-Santana,9/9/2022 1:14,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",Coral rubble cove,W ,F,1,M,RQ28,,,,,,0,"RQ66, RQ28 and RQ98 all sleeping along shorline. ",Y,gpuig_santana@nps.gov_nps,9/9/2022 1:16,gpuig_santana@nps.gov_nps,9/9/2022 1:16,,,Y,cb008765-5fa8-4406-b8f5-fb9c2d640c54,-156.9848527,21.19149267
631,15,9/9/2022 1:14,GPS,Glauco Antonio Puig-Santana,9/9/2022 1:14,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",Coral rubble cove,W ,M,1,M,RQ98,,,,,,0,"RQ66, RQ28 and RQ98 all sleeping along shorline. ",Y,gpuig_santana@nps.gov_nps,9/9/2022 1:17,gpuig_santana@nps.gov_nps,9/9/2022 1:17,,,Y,7e4f0a96-e1f9-42f0-8019-9ff22be75e01,-156.9848855,21.19145758
632,15,9/9/2022 1:25,GPS,Glauco Antonio Puig-Santana,9/9/2022 1:25,Other,Kalaupapa Pier,W ,,0,M,RQ42,L7,,,,,0,Swimming and diving in the pier,Y,gpuig_santana@nps.gov_nps,9/9/2022 1:26,gpuig_santana@nps.gov_nps,9/9/2022 1:26,21.19010667,-156.98474,N,99e62ddc-959c-421a-847f-6df1c2faa6b0,-156.9847256,21.19010325
633,15,9/12/2022 18:18,GPS,Glauco Antonio Puig-Santana,9/12/2022 18:18,ILIOPII,North Illio Pii,W ,M,1,M,RQ98,,,,,,0,Sleeping along shoreline. ,Y,gpuig_santana@nps.gov_nps,9/12/2022 18:19,gpuig_santana@nps.gov_nps,9/12/2022 18:19,,,N,bc7c5688-7bb5-4510-812d-ee3e85450b0d,-156.9799407,21.20589009
634,15,9/12/2022 18:51,GPS,Glauco Antonio Puig-Santana,9/12/2022 18:51,PAPALOA,South Papaloa ,W ,M,0,M,RQ42,,,,,,0,Swimming in shallow water seems to be hunting ,Y,gpuig_santana@nps.gov_nps,9/12/2022 18:53,gpuig_santana@nps.gov_nps,9/12/2022 18:53,,,N,8686aa47-e31b-497b-8226-56893b535243,-156.983414,21.19433656
635,15,9/12/2022 18:58,GPS,Glauco Antonio Puig-Santana,9/12/2022 18:58,PAPALOA,South Papaloa ,A,M,0,M,RF42,,,,,,0,RF42 forced RQ66 off the water. Right cheek pit scars observed.,Y,gpuig_santana@nps.gov_nps,9/12/2022 19:00,gpuig_santana@nps.gov_nps,9/12/2022 19:00,,,N,439d5546-71fd-4eb8-88f1-b8c7ba445ed4,-156.9836305,21.19315046
636,15,9/12/2022 19:00,GPS,Glauco Antonio Puig-Santana,9/12/2022 19:00,PAPALOA,South Papaloa. ,W ,F,1,M,RQ66,,,,,,0,RQ66 was forced out of the water by RF42. RQ66 is now sleeping along the rocky shoreline ,Y,gpuig_santana@nps.gov_nps,9/12/2022 19:02,gpuig_santana@nps.gov_nps,9/12/2022 19:02,,,N,f090a3db-425c-4994-a738-a253d3104d1f,-156.9834921,21.1931569
637,15,9/12/2022 19:10,GPS,Glauco Antonio Puig-Santana,9/12/2022 19:10,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",Rocky Rubble,W ,F,1,M,,PM8,,,,,0,PM8 and L6 sleeping along shoreline,Y,gpuig_santana@nps.gov_nps,9/12/2022 19:11,gpuig_santana@nps.gov_nps,9/12/2022 19:11,,,N,188e1393-b8d5-4dce-ac0e-eaf568eff08d,-156.9848324,21.1914798
638,15,9/12/2022 19:10,GPS,Glauco Antonio Puig-Santana,9/12/2022 19:10,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",Rocky Rubble,W ,M,1,M,,L6,,,,,0,PM8 and L6 sleeping along shoreline,Y,gpuig_santana@nps.gov_nps,9/12/2022 19:11,gpuig_santana@nps.gov_nps,9/12/2022 19:11,,,N,97d43125-70fe-46a3-b1b2-85cb41f89696,-156.9848482,21.19146202
